BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;PLAATSNAAM VESTIGING;PROVINCIE VESTIGING;ONDERWIJSTYPE VO EN LEER- OF VERBLIJFSJAAR;VMBO SECTOR;AFDELING;ELEMENTCODE;OPLEIDINGSNAAM;LEER- OF VERBLIJFSJAAR 1 - MAN;LEER- OF VERBLIJFSJAAR 1 - VROUW;LEER- OF VERBLIJFSJAAR 2 - MAN;LEER- OF VERBLIJFSJAAR 2 - VROUW;LEER- OF VERBLIJFSJAAR 3 - MAN;LEER- OF VERBLIJFSJAAR 3 - VROUW;LEER- OF VERBLIJFSJAAR 4 - MAN;LEER- OF VERBLIJFSJAAR 4 - VROUW;LEER- OF VERBLIJFSJAAR 5 - MAN;LEER- OF VERBLIJFSJAAR 5 - VROUW;LEER- OF VERBLIJFSJAAR 6 - MAN;LEER- OF VERBLIJFSJAAR 6 - VROUW
00MK;00;Kath SGM De Breul;ZEIST;Utrecht;Brugjaar 1-2;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;32;37;60;52;0;0;0;0;0;0;0;0
00MK;00;Kath SGM De Breul;ZEIST;Utrecht;Brugjaar 1-2;N.v.t.;N.v.t.;0200;VWO-GYMNASIUMSTROOM;13;8;16;11;0;0;0;0;0;0;0;0
00MK;00;Kath SGM De Breul;ZEIST;Utrecht;Brugjaar 1-2;N.v.t.;N.v.t.;0300;HAVO;0;0;69;34;0;0;0;0;0;0;0;0
00MK;00;Kath SGM De Breul;ZEIST;Utrecht;Brugjaar 1-2;N.v.t.;N.v.t.;0400;MAVO/Theor Lw-VMBO;0;0;38;19;0;0;0;0;0;0;0;0
00MK;00;Kath SGM De Breul;ZEIST;Utrecht;HAVO lj 4-5;N.v.t.;Cultuur en Maatschappij;0373;HAVO Prf Cul/Maat;0;0;0;0;0;0;1;16;3;11;0;0
00MK;00;Kath SGM De Breul;ZEIST;Utrecht;HAVO lj 4-5;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;49;21;49;21;0;0
00MK;00;Kath SGM De Breul;ZEIST;Utrecht;HAVO lj 4-5;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;8;26;5;25;0;0
00MK;00;Kath SGM De Breul;ZEIST;Utrecht;HAVO lj 4-5;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;17;7;22;3;0;0
00MK;00;Kath SGM De Breul;ZEIST;Utrecht;HAVO lj 4-5;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0374;HAVO Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;1;0;0;0
00MK;00;Kath SGM De Breul;ZEIST;Utrecht;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;0;0;1;1;0;0
00MK;00;Kath SGM De Breul;ZEIST;Utrecht;HAVO/VWO lj 3;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;51;47;0;0;0;0;0;0
00MK;00;Kath SGM De Breul;ZEIST;Utrecht;HAVO/VWO lj 3;N.v.t.;N.v.t.;0200;VWO-GYMNASIUMSTROOM;0;0;0;0;14;20;0;0;0;0;0;0
00MK;00;Kath SGM De Breul;ZEIST;Utrecht;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;64;52;0;0;0;0;0;0
00MK;00;Kath SGM De Breul;ZEIST;Utrecht;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;35;25;26;7;0;0;0;0
00MK;00;Kath SGM De Breul;ZEIST;Utrecht;VMBO TL lj 3-4;Landbouw;N.v.t.;0473;MAVO/Theor Lw-Profiel Landbouw;0;0;0;0;0;0;0;4;0;0;0;0
00MK;00;Kath SGM De Breul;ZEIST;Utrecht;VMBO TL lj 3-4;Techniek;N.v.t.;0470;MAVO/Theor Lw-Profiel Techniek;0;0;0;0;0;0;15;2;0;0;0;0
00MK;00;Kath SGM De Breul;ZEIST;Utrecht;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;0;0;4;7;0;0;0;0
00MK;00;Kath SGM De Breul;ZEIST;Utrecht;VMBO uitbest. aan VAVO;N.v.t.;N.v.t.;4040;VMBO-TL naar VAVO;0;0;0;0;0;0;0;1;0;0;0;0
00MK;00;Kath SGM De Breul;ZEIST;Utrecht;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;0;0;0;6;1;8
00MK;00;Kath SGM De Breul;ZEIST;Utrecht;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;15;24;36;23;38;21
00MK;00;Kath SGM De Breul;ZEIST;Utrecht;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0272;VWO-GYM Prf Ec/Maat;0;0;0;0;0;0;1;3;4;2;2;3
00MK;00;Kath SGM De Breul;ZEIST;Utrecht;VWO lj 4-6;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0179;VWO-ATH Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;0;0;1;1
00MK;00;Kath SGM De Breul;ZEIST;Utrecht;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;0;0;14;29;4;15
00MK;00;Kath SGM De Breul;ZEIST;Utrecht;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0271;VWO-GYM Prf Nat/Gezond;0;0;0;0;0;0;0;0;2;3;1;1
00MK;00;Kath SGM De Breul;ZEIST;Utrecht;VWO lj 4-6;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;29;28;22;19;15;12
00MK;00;Kath SGM De Breul;ZEIST;Utrecht;VWO lj 4-6;N.v.t.;Natuur en Techniek;0270;VWO-GYM Prf Nat/Tech;0;0;0;0;0;0;14;4;8;3;5;3
00MK;00;Kath SGM De Breul;ZEIST;Utrecht;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;0;0;0;1
00MK;00;Kath SGM De Breul;ZEIST;Utrecht;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0274;VWO-GYM Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;0;0;1;0
00ML;00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;Brugjaar 1-2;N.v.t.;N.v.t.;0011;Ljvb op HAVO/VMBO-Th/Gm Lw;23;31;0;0;0;0;0;0;0;0;0;0
00ML;00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;Brugjaar 1-2;N.v.t.;N.v.t.;0015;Ljvb op VWO/HAVO;39;34;0;0;0;0;0;0;0;0;0;0
00ML;00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;Brugjaar 1-2;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;16;23;22;33;0;0;0;0;0;0;0;0
00ML;00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;Brugjaar 1-2;N.v.t.;N.v.t.;0200;VWO-GYMNASIUMSTROOM;6;2;12;16;0;0;0;0;0;0;0;0
00ML;00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;Brugjaar 1-2;N.v.t.;N.v.t.;0300;HAVO;0;0;31;32;0;0;0;0;0;0;0;0
00ML;00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;Brugjaar 1-2;N.v.t.;N.v.t.;0400;MAVO/Theor Lw-VMBO;0;0;24;21;0;0;0;0;0;0;0;0
00ML;00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO lj 4-5;N.v.t.;Cultuur en Maatschappij;0373;HAVO Prf Cul/Maat;0;0;0;0;0;0;0;8;1;7;0;0
00ML;00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO lj 4-5;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;28;26;24;19;0;0
00ML;00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO lj 4-5;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0379;HAVO Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;0;1;0;0
00ML;00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO lj 4-5;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;15;29;16;28;0;0
00ML;00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO lj 4-5;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;12;2;9;5;0;0
00ML;00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;1;0;0
00ML;00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO/VWO lj 3;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;26;28;0;0;0;0;0;0
00ML;00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO/VWO lj 3;N.v.t.;N.v.t.;0200;VWO-GYMNASIUMSTROOM;0;0;0;0;2;12;0;0;0;0;0;0
00ML;00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;37;53;0;0;0;0;0;0
00ML;00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;10;3;10;1;0;0;0;0
